"[[0.0, 0.0], [79.59479, -117.6367], [406.78137, 26.57191], [1227.50616, 26.7527], [1558.11887, -117.89042], [1634.28, 1.01669], [1309.43136, 136.89201], [820.24212, 161.36756], [328.43012, 137.03455]]","[[357.75533, -282.24443], [171.69923, -183.59124], [74.36114, -159.56672], [-63.0532, -166.25824], [-99.38262, -194.24056], [-130.35164, -331.68198], [-79.69482, -334.30404], [-40.58979, -218.20131], [40.13949, -212.3317], [160.31454, -236.98879], [321.98137, -327.86921], [415.81558, -335.95492]]","[[877.2359495938863, -164.37241067380572], [913.5653695938863, -136.39009067380573], [989.7264995938863, -17.482980673805727], [1020.6955195938863, 119.95843932619425], [695.8468795938863, 255.83375932619424], [645.1900595938862, 258.45581932619433], [156.00081959388615, 282.93136932619433], [-76.55006170781041, 271.4256254235994], [-339.50958040611386, 284.58224932619436], [-831.3215804061139, 260.24923932619436], [-1159.7517004061137, 123.21468932619436], [-1080.1569104061139, 5.577989326194356], [-1022.0966604061139, -48.13250067380575], [-836.0405604061136, -146.7856906738058], [-738.7024704061138, -170.81021067380573], [-601.2881304061137, -164.11869067380576], [-437.6948404061137, -92.01438567380575], [-289.22243322181316, -26.57466176030664], [366.8053257811025, -26.4301513714464], [546.3481162662572, -104.98015445293439], [642.4835195938863, -147.03941067380578], [739.8216095938863, -171.06393067380571]]"
"[[0.0, 0.0], [79.59479, -117.6367], [406.78137, 26.57191], [1227.50616, 26.7527], [1558.11887, -117.89042], [1634.28, 1.01669], [1309.43136, 136.89201], [820.24212, 161.36756], [328.43012, 137.03455]]","[[-147.79876, -269.21999], [-67.7517, -297.55385], [80.16573, -186.98328], [307.27368, -297.10465], [326.12477, -292.8825], [342.89932, -269.44538], [325.27562, -250.4427], [75.53468, -136.63991], [39.41529, -144.54677], [-97.70247, -256.67346]]","[[775.9409995938863, -163.1570706738057], [913.0587595938862, -51.03038067380572], [963.1550495938861, -38.483850673805705], [1039.316179593886, 80.42325932619428], [714.4675395938862, 216.29857932619427], [634.4204795938863, 244.6324393261943], [145.23123959388624, 269.1079893261943], [-47.84453627592143, 259.55532533060693], [-229.79414040611368, 268.65878932619427], [-721.6061404061137, 244.32577932619427], [-740.4572304061138, 240.1036293261942], [-1068.887350406114, 103.06907932619421], [-1085.6619004061138, 79.63195932619428], [-1006.0671104061138, -38.00474067380573], [-988.4434104061138, -57.007420673805726], [-738.7024704061138, -170.81021067380573], [-702.5830804061137, -162.9033506738058], [-538.9897904061137, -90.79904567380578], [-393.3268274677452, -26.597593970549397], [409.20889959388614, -26.420810673805704], [739.8216095938863, -171.06393067380571]]"
"[[0.0, 0.0], [79.59479, -117.6367], [406.78137, 26.57191], [1227.50616, 26.7527], [1558.11887, -117.89042], [1634.28, 1.01669], [1309.43136, 136.89201], [820.24212, 161.36756], [328.43012, 137.03455]]","[[491.97049, -155.75465], [479.06215, -38.96871], [366.41281, 19.86648], [121.80172, 21.28343], [32.45889, -28.9272], [21.5938, -60.94996], [38.14689, -156.50889], [154.48648, -109.60481], [382.00844, -113.39883], [385.50431, -112.87323]]","[[829.1644395938861, -120.85330067380573], [905.325569593886, -1.9461906738057309], [916.190659593886, 30.07656932619426], [899.6375695938862, 125.63549932619429], [574.7889295938862, 261.5108193261943], [85.59968959388618, 285.9863693261943], [-150.1610383146782, 274.3218142730309], [-368.2239104061139, 285.23212932619424], [-860.0359104061139, 260.89911932619424], [-1188.466030406114, 123.86456932619424], [-1175.557690406114, 7.078629326194232], [-1095.962900406114, -110.55807067380577], [-983.313560406114, -169.3932606738058], [-738.7024704061138, -170.81021067380573], [-575.1091804061138, -98.70590567380572], [-411.5158904061138, -26.601600673805706], [167.95802069930232, -26.473953635888467], [495.2105195938857, -169.64698067380561], [739.821609593886, -171.06393067380554]]"
"[[0.0, 0.0], [79.59479, -117.6367], [406.78137, 26.57191], [1227.50616, 26.7527], [1558.11887, -117.89042], [1634.28, 1.01669], [1309.43136, 136.89201], [820.24212, 161.36756], [328.43012, 137.03455]]","[[-89.53903, 222.73286], [-91.79067, 188.92374], [166.33372, 197.09752], [255.36972, 184.49041], [324.70827, 190.71353], [348.64623, 199.61317], [325.7138, 213.23706], [229.08201, 228.45202]]","[[1058.4426495938862, -165.3447706738057], [1134.6037795938862, -46.437660673805695], [1136.8554195938864, -12.628540673805716], [812.0067795938864, 123.24677932619426], [322.8175395938865, 147.72232932619426], [164.47880284275152, 142.70836687312388], [-24.34285040611337, 152.1556593261943], [-516.1548504061134, 127.8226493261943], [-585.4934004061138, 121.5995293261943], [-609.431360406114, 112.69988932619427], [-937.861480406114, -24.33466067380573], [-858.266690406114, -141.97136067380575], [-835.3342604061141, -155.59525067380577], [-738.7024704061138, -170.81021067380573], [-420.08143040611367, -165.09105067380574], [-256.48814040611364, -92.98674567380573], [-105.71788943935417, -26.5342392132182], [347.38527488031787, -26.434429237845873], [643.1898195938857, -155.84897067380564], [739.821609593886, -171.0639306738056]]"
"[[0.0, 0.0], [79.59479, -117.6367], [406.78137, 26.57191], [1227.50616, 26.7527], [1558.11887, -117.89042], [1634.28, 1.01669], [1309.43136, 136.89201], [820.24212, 161.36756], [328.43012, 137.03455]]","[[57.9715, 76.24315], [-131.22961, 65.52356], [-143.34583, -47.14608], [-12.49052, -44.58901], [43.95832, 18.13707], [117.75892, 45.81039], [127.66047, 24.28571], [109.97145, -38.08466], [206.56391, -48.2041], [287.65856, 44.39754]]","[[929.0227195938864, -160.34434067380573], [1005.1838495938864, -41.43723067380573], [1017.3000695938863, 71.23240932619427], [692.4514295938864, 207.10772932619426], [203.26218959388632, 231.58327932619426], [72.4068795938864, 229.02620932619425], [-1.4037904051807573, 225.3743346846768], [-146.64755040611362, 232.64129932619431], [-638.4595504061136, 208.3082893261943], [-966.8896704061136, 71.27373932619432], [-1047.9843204061135, -21.327900673805658], [-968.3895304061136, -138.96460067380565], [-738.7024704061138, -170.81021067380573], [-549.5013604061136, -160.09062067380566], [-385.90807040611355, -87.98631567380566], [-246.55339317877463, -26.565262585524337], [252.39073321931028, -26.455354721511224], [510.1345495938865, -139.21832067380564], [739.8216095938863, -171.0639306738057]]"
"[[0.0, 0.0], [79.59479, -117.6367], [406.78137, 26.57191], [1227.50616, 26.7527], [1558.11887, -117.89042], [1634.28, 1.01669], [1309.43136, 136.89201], [820.24212, 161.36756], [328.43012, 137.03455]]","[[0.0, 0.0], [12.57848, -52.60515], [54.89059, -51.40013], [63.35582, -28.87113], [189.31338, -30.26104], [196.27592, -58.25903], [232.29209, -62.01277], [247.97901, -30.20519], [368.08995, -28.87998], [378.48703, -53.0708], [421.01009, -50.75285], [426.82729, -9.41417], [404.7802, -0.24185], [302.18417, -2.661]]","[[815.9827395938862, -52.15682067380571], [803.4042595938863, 0.44832932619429755], [478.5556195938864, 136.3236493261943], [-10.633620406113664, 160.7991993261943], [-30.82521039256335, 160.2241566311958], [-230.34723040611357, 170.20681932619425], [-722.1592304061136, 145.87380932619425], [-726.8056601012568, 143.93512781190265], [-868.3541704061136, 136.9318393261943], [-910.8772304061135, 134.6138893261943], [-1239.3073504061135, -2.420660673805685], [-1245.1245504061135, -43.759340673805696], [-1165.5297604061134, -161.39604067380571], [-1143.4826704061134, -170.56836067380573], [-1040.8866404061137, -168.14921067380573], [-738.7024704061138, -170.81021067380573], [-575.1091804061138, -98.70590567380572], [-411.5158904061138, -26.601600673805706], [4.103673696620717, -26.510047619834797], [252.06320619662097, -134.9923876198348], [312.99431959388653, -161.64976067380567], [335.04140959388656, -170.8220806738057], [437.63743959388626, -168.40293067380568], [739.8216095938863, -171.0639306738057]]"
"[[0.0, 0.0], [79.59479, -117.6367], [406.78137, 26.57191], [1227.50616, 26.7527], [1558.11887, -117.89042], [1634.28, 1.01669], [1309.43136, 136.89201], [820.24212, 161.36756], [328.43012, 137.03455]]","[[433.99647, 10.90825], [403.06659, 44.61003], [342.67266, 23.19107], [263.68592, 36.22728], [235.01919, 22.26079], [146.16667, 34.72962], [123.96856, 16.25864], [60.26772, 48.39266], [46.50434, 39.27504], [48.28489, 22.82684], [107.36034, -4.03515], [387.25936, -1.37697]]","[[753.5849895938863, -161.9463106738057], [829.7461195938863, -43.039200673805695], [827.9655695938864, -26.59100067380571], [768.8901195938863, 0.2709893261942824], [444.0414795938864, 136.14630932619428], [-45.14776040611366, 160.62185932619428], [-325.04678040611384, 157.96367932619427], [-816.8587804061139, 133.63066932619427], [-863.5958904061139, 121.34544932619428], [-1192.026010406114, -15.689100673805711], [-1112.4312204061139, -133.3258006738057], [-1081.5013404061137, -167.0275806738057], [-1021.1074104061136, -145.60862067380575], [-942.1206704061136, -158.6448306738057], [-911.1624860474358, -144.99990448371358], [-824.6014204061138, -157.14717067380568], [-793.2126246626497, -143.31245103543029], [-738.7024704061138, -170.81021067380573], [-411.5158904061138, -26.60160067380572], [75.22419843842954, -26.494381126237034], [397.0227395938862, -167.28130067380567], [457.41666959388635, -145.86234067380573], [536.4034095938864, -158.89855067380566], [565.0701395938861, -144.93206067380572], [653.9226595938862, -157.40089067380566], [672.7615220782525, -141.72513034234146], [739.8216095938863, -171.06393067380571]]"
"[[0.0, 0.0], [79.59479, -117.6367], [406.78137, 26.57191], [1227.50616, 26.7527], [1558.11887, -117.89042], [1634.28, 1.01669], [1309.43136, 136.89201], [820.24212, 161.36756], [328.43012, 137.03455]]","[[-115.36013, 180.35337], [-103.97317, 150.45881], [33.50778, 157.26089], [157.19659, 150.44891], [164.50973, 154.00299], [181.91437, 184.15688], [163.60292, 180.46378], [32.09575, 187.86889]]","[[887.2774895938862, -163.54841067380576], [963.4386195938862, -44.64130067380576], [952.0516595938861, -14.746740673805746], [627.2030195938862, 121.12857932619426], [138.01377959388617, 145.60412932619425], [6.798284380284713, 139.11204227207853], [6.7979092034926225, 139.1120610432566], [-123.15598040611394, 145.6140293261943], [-614.967980406114, 121.2810193261943], [-943.3981004061139, -15.753530673805699], [-950.7112404061137, -19.307610673805698], [-968.1158804061139, -49.46150067380569], [-888.5210904061139, -167.0982006738057], [-870.2096404061137, -163.40510067380575], [-738.7024704061138, -170.81021067380573], [-591.2465904061138, -163.29469067380575], [-427.6533004061138, -91.19038567380574], [-281.0463329219924, -26.572860721528215], [267.9459961282332, -26.4519281941106], [590.002989593886, -167.3519206738057], [608.3144395938862, -163.65882067380574], [739.8216095938863, -171.06393067380571]]"
"[[0.0, 0.0], [79.59479, -117.6367], [406.78137, 26.57191], [1227.50616, 26.7527], [1558.11887, -117.89042], [1634.28, 1.01669], [1309.43136, 136.89201], [820.24212, 161.36756], [328.43012, 137.03455]]","[[236.57882, -114.29922], [-25.69973, -114.63061], [-48.29721, -205.76276], [-22.16065, -206.06098], [67.72783, -124.52146], [68.87449, -193.86967], [177.95218, -213.0492]]","[[1002.1001595938862, -170.73254067380572], [1078.2612895938862, -51.82543067380571], [1100.858769593886, 39.306719326194255], [776.0101295938862, 175.18203932619423], [286.820889593886, 199.65758932619423], [260.6843295938861, 199.95580932619424], [230.29513190288617, 198.4522659980382], [60.57149959388619, 206.94402932619425], [-431.2405004061138, 182.61101932619425], [-759.6706204061138, 45.57646932619426], [-818.2972604061138, -53.17351067380571], [-738.7024704061138, -170.81021067380573], [-476.4239204061139, -170.47882067380579], [-312.83063040611387, -98.37451567380577], [-149.8584401782457, -26.543962533709205], [409.20889959388614, -26.420810673805708], [739.8216095938863, -171.06393067380571]]"
"[[0.0, 0.0], [79.59479, -117.6367], [406.78137, 26.57191], [1227.50616, 26.7527], [1558.11887, -117.89042], [1634.28, 1.01669], [1309.43136, 136.89201], [820.24212, 161.36756], [328.43012, 137.03455]]","[[168.1415, 1.31359], [-5.03452, -0.73379], [4.08646, -43.33407], [-42.88359, -156.92503], [144.12449, -195.16494], [239.41582, -39.70452]]","[[912.9976295938861, -169.0165506738057], [989.1587595938861, -50.10944067380571], [980.0377795938862, -7.5091606738057095], [1027.007829593886, 106.08179932619436], [702.1591895938861, 241.95711932619434], [515.1511095938863, 280.19702932619435], [25.961869593886263, 304.67257932619435], [-465.85013040611375, 280.33956932619435], [-794.2802504061137, 143.30501932619435], [-889.5715804061138, -12.155400673805701], [-809.9767904061138, -129.7921006738057], [-738.7024704061138, -170.81021067380573], [-565.5264504061139, -168.7628306738057], [-242.90078165004968, -26.56445798494893], [409.2088995938868, -26.4208106738057], [739.8216095938869, -171.06393067380571]]"
"[[0.0, 0.0], [79.59479, -117.6367], [406.78137, 26.57191], [1227.50616, 26.7527], [1558.11887, -117.89042], [1634.28, 1.01669], [1309.43136, 136.89201], [820.24212, 161.36756], [328.43012, 137.03455]]","[[-124.41118, -153.00891], [150.67421, -142.75755], [150.60611, -128.82924], [-124.96862, -125.93917]]","[[815.9827395938862, -52.15682067380571], [815.4252995938862, -25.087080673805744], [490.57665959388623, 110.78823932619423], [1.387419593886193, 135.26378932619423], [-273.6979704061139, 125.01242932619425], [-765.5099704061139, 100.67941932619425], [-1093.940090406114, -36.355130673805746], [-1093.871990406114, -50.28344067380576], [-1014.2772004061139, -167.92014067380575], [-738.7024704061138, -170.81021067380573], [-411.5158904061138, -26.60160067380575], [140.37539856851959, -26.48002956087065], [464.246879593886, -168.17386067380573], [739.8216095938863, -171.06393067380571]]"
